upload_id,user_id,metric_key,week_start,value_avg,value_min,value_max,value_sum,sample_count,baseline_avg_30d,trend_delta_7d,trend_delta_30d
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_fat_percentage,2024-04-15,18.325000000000003,17.5,19.2,219.90000000000003,12,18.87666666666667,0.025000000000005684,-1.3916666666666657
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,flights_climbed,2024-04-15,1.2435374149659864,1,3,44,34,1.5062885721620065,-0.3297359616004296,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,step_count,2024-04-15,49.71814738687129,1,932,42520,1087,129.2900924339779,-12.68751008691072,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,apple_walking_steadiness,2024-04-15,99.7595,99.7595,99.7595,99.7595,1,98.8464,2.1684999999999945,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_mass,2024-04-15,72.34166666666667,70.8,74.25,868.1,12,72.98035714285714,0.18000000000000682,-2.166666666666657
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_asymmetry_percentage,2024-04-15,1.3164957849168373,0,15,174,137,2.4729040277138954,-0.4482176652788483,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,lean_body_mass,2024-04-15,59.079858333333334,58.41,59.994,708.9583,12,59.172133125,0.2968458333333359,-0.7367416666666671
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_speed,2024-04-15,4.561698997324157,2.16,6.588,1035.072,231,4.49071175841499,0.21341835357680505,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,active_energy_burned,2024-04-15,11.442743612582595,0.001,199.73,2120.1175,180,9.147993988673896,1.7608512194161108,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_double_support_percentage,2024-04-15,27.503785974140005,22.2,33,6119.700000000002,221,27.81317230795926,-0.44173584757569273,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,active_energy_burned,2024-04-22,12.81909083994709,0.001,97.0775,2512.5119,189,9.721681394651071,1.376347227364496,-2.7972091600529083
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,step_count,2024-04-22,47.17605584412264,1,1041,51076,1121,109.39710617220125,-2.5420915427486506,-227.09667142860462
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_asymmetry_percentage,2024-04-22,0.742872932240234,0,14.000000000000002,140,165,2.183801967014631,-0.5736228526766033,-4.257127067759766
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_mass,2024-04-22,71.2095238095238,70.3,72.35,997.35,14,72.43869047619047,-1.1321428571428669,-1.8204761904761995
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,lean_body_mass,2024-04-22,58.65021190476192,58.1381,59.2148,762.7348000000001,13,58.98794770833334,-0.42964642857141655,-0.5175380952380806
